price,year,kilometers,fuel,engine_size
56900,2023,170000,Diesel,1968
209900,2023,5,,
18900,2023,288000,Diesel,1968
36900,2023,237617,Diesel,1968
57800,2023,187700,Diesel,1968
32900,2023,260000,Diesel,1598
16900,2023,157669,Benzyna,1390
88547,2023,43000,Benzyna,1498
26500,2023,106000,Benzyna,1390
74900,2023,17100,Benzyna,1395
16500,2023,392500,Diesel,1896
6850,2023,171800,Benzyna,999
174900,2023,5,,
109889,2023,70000,Benzyna,1498
22900,2023,289481,Diesel,1896
33900,2023,267000,Diesel,1968
261621,2023,10,Diesel,1968
9900,2023,159000,Benzyna,1198
12700,2023,276000,Diesel,1896
36900,2023,114000,Diesel,1968
114900,2023,112825,Diesel,1968
10900,2023,320000,Benzyna,2792
164900,2023,60849,Benzyna,1984
18500,2023,185000,Diesel,1968
13900,2023,139000,Benzyna,1198
136900,2023,49000,Benzyna,1498
137900,2023,74520,Diesel,1968
34400,2023,190000,Benzyna,4172
69500,2023,113000,Diesel,1968
108000,2023,114000,Benzyna,1984
145080,2023,1,Benzyna,1498
171900,2023,89950,Diesel,1968
89900,2023,155000,Diesel,1968
68900,2023,104000,Diesel,1598
79900,2023,175000,Diesel,1968
67900,2023,182000,Benzyna,1498
325948,2023,5,Diesel,1968
59040,2023,63737,Benzyna,999
10999,2023,231880,Diesel,1422
172670,2023,1,Benzyna,1498
167400,2023,1,Benzyna,1498
82000,2023,54022,Benzyna,1498
26900,2023,192479,Benzyna,1390
93000,2023,49261,Benzyna,1498
109800,2023,98000,Benzyna,1395
125000,2023,68500,Benzyna,1984
108900,2023,5,Benzyna,1498
186000,2023,17134,Diesel,1968
299999,2023,27040,Diesel,1968
345000,2023,10,Benzyna,1984
27900,2023,228888,Diesel,1968
73000,2023,179409,Diesel,1968
126690,2023,92000,Diesel,1968
13499,2023,198666,Benzyna,1390
95000,2023,254724,Diesel,2967
26900,2023,256096,Diesel,2967
15800,2023,300600,Diesel,1896
42000,2023,267000,Diesel,2461
115000,2023,186700,Diesel,1968
33900,2023,103000,Benzyna,1197
248829,2023,10,Diesel,1968
15000,2023,316000,Diesel,1968
14900,2023,246906,Diesel,1896
31750,2023,130090,Benzyna,1798
105000,2023,154800,Benzyna,1984
33999,2023,249000,Diesel,1968
6999,2023,315000,Diesel,1896
19900,2023,180000,Benzyna,1595
56999,2023,248000,Diesel,1598
74900,2023,166700,Benzyna,1798
20500,2023,205082,Diesel,1968
290882,2023,10,Diesel,1968
15900,2023,150000,Benzyna,1198
59899,2023,93231,Diesel,1598
66900,2023,170000,Diesel,1968
99900,2023,106042,Benzyna,1395
116800,2023,5,Benzyna,999
49000,2023,162000,Benzyna,1390
94900,2023,187608,Diesel,1968
120200,2023,5,Benzyna,999
76700,2023,180000,Diesel,1968
17900,2023,269174,Diesel,1896
305000,2023,150,Benzyna,1984
60000,2023,64000,Benzyna,1197
16600,2023,250000,Diesel,1896
152520,2023,72600,Benzyna,1984
87000,2023,148000,Diesel,1968
84900,2023,178200,Benzyna,1984
11900,2023,213000,Benzyna,1390
21900,2023,209000,Benzyna,1390
184500,2023,1,Diesel,1968
38500,2023,138566,Benzyna,1197
42900,2023,219021,Diesel,1968
79999,2023,225000,Diesel,1968
58425,2023,190000,Benzyna,1984
106900,2023,138700,Diesel,1968
126900,2023,153129,Diesel,1968
51900,2023,81500,Benzyna,999
356700,2023,55000,Diesel,2967
79900,2023,194711,Diesel,1968
7900,2023,201100,Benzyna,1390
29900,2023,198545,Benzyna,1390
75000,2023,150000,Diesel,1968
109900,2023,54000,Benzyna,1498
42000,2023,88000,Benzyna,2480
12900,2023,292284,Diesel,1968
75000,2023,292000,Diesel,2967
42900,2023,257900,Diesel,1968
55900,2023,219000,Benzyna,1395
37000,2023,186000,Benzyna,1197
6500,2023,230000,Diesel,1968
24900,2023,302000,Diesel,1896
109800,2023,118100,Diesel,1968
32900,2023,201120,Benzyna,1200
189900,2023,14000,Benzyna,1984
62900,2023,133000,Diesel,1968
41500,2023,213000,Benzyna,1798
39900,2023,93000,Benzyna,999
89500,2023,165000,Benzyna,1798
48900,2023,202000,Diesel,1968
5250,2023,279682,Benzyna,1390
19000,2023,259265,Diesel,1968
51900,2023,171980,Diesel,1598
30600,2023,190000,Diesel,1968
37900,2023,216250,Diesel,1968
43500,2023,21000,Benzyna,999
43600,2023,276200,Diesel,1968
22000,2023,322222,Diesel,1968
104000,2023,50000,Benzyna,1498
26999,2023,72300,Benzyna,1390
158300,2023,,Benzyna,1500
35999,2023,240500,Diesel,1598
97900,2023,5,Benzyna,1000
59999,2023,231500,Diesel,1968
27999,2023,195000,Benzyna,1390
73000,2023,150500,Diesel,1968
59900,2023,129000,Diesel,1598
60700,2023,218000,Diesel,1598
37900,2023,223000,Diesel,1968
96900,2023,170000,Diesel,1968
89900,2023,120000,Benzyna,1395
89900,2023,69000,Benzyna,1395
263700,2023,6,Benzyna,1984
299900,2023,5,Diesel,1968
119900,2023,128400,Diesel,1968
86900,2023,86900,Benzyna,1395
109900,2023,32000,Benzyna,1498
234900,2023,,Benzyna,1984
61000,2023,138000,Benzyna,1395
31857,2023,321500,Diesel,1896
92250,2023,117000,Benzyna,1798
111900,2023,5,Benzyna,999
439900,2023,5,Diesel,2967
18500,2023,307000,Diesel,1968
208500,2023,,Benzyna,1984
57900,2023,168991,Benzyna,1798
19999,2023,197000,Diesel,1598
42000,2023,162245,Diesel,1968
15200,2023,217000,Benzyna,1390
58900,2023,139000,Diesel,1598
28500,2023,184000,Benzyna,1595
38000,2023,60000,Benzyna,1390
24500,2023,327000,Diesel,4921
47900,2023,223188,Diesel,1968
50900,2023,142700,Diesel,1968
63900,2023,21887,Benzyna,1498
59000,2023,149000,Benzyna,1395
9900,2023,306000,Benzyna,1984
25800,2023,159000,Benzyna,1390
48900,2023,320000,Diesel,1968
32500,2023,101881,Benzyna,999
52500,2023,221533,Diesel,1968
15000,2023,316000,Diesel,2400
39000,2023,200000,Diesel,2967
15900,2023,212200,Diesel,1968
57999,2023,103000,Diesel,1598
124700,2023,8176,Benzyna,1498
124700,2023,8126,Benzyna,1498
7699,2023,400000,Diesel,1968
39999,2023,125000,Benzyna,1984
24900,2023,165000,Diesel,1968
224900,2023,10,,
54900,2023,133000,Benzyna,999
38000,2023,145000,Benzyna,1197
25000,2023,296000,Diesel,2460
112900,2023,116500,Diesel,1968
39000,2023,154247,Benzyna,1984
111578,2023,3267,Benzyna,1984
31500,2023,270000,Diesel,1968
208500,2023,,Benzyna,1984
39900,2023,169000,Benzyna,1390
60000,2023,324731,Diesel,1600
35900,2023,200000,Diesel,1968
129900,2023,1,Benzyna,1498
13900,2023,144000,Benzyna,1984
128900,2023,1,Benzyna,1498
69900,2023,137518,Diesel,1968
74900,2023,185000,Benzyna,1798
61500,2023,242700,Diesel,4921
34700,2023,45000,Benzyna,999
217000,2023,5,Benzyna,1984
9900,2023,390000,Diesel,1968
85900,2023,56000,Diesel,1968
6300,2023,185000,Benzyna,1390
59799,2023,206000,Diesel,1968
29999,2023,329000,Diesel,2967
82500,2023,182450,Diesel,1968
93900,2023,99000,Diesel,1968
62900,2023,272000,Diesel,1968
20900,2023,236000,Diesel,1968
18900,2023,246000,Benzyna,1595
22900,2023,350000,Diesel,1968
287784,2023,13900,Diesel,2967
30900,2023,197000,Diesel,1598
98900,2023,135000,Benzyna,1984
109900,2023,80000,Benzyna,1498
23900,2023,80900,Benzyna,1198
119900,2023,16100,Diesel,1968
34900,2023,187000,Diesel,1968
26900,2023,20000,Benzyna,999
26900,2023,216000,Diesel,1422
16000,2023,429500,Diesel,2461
106900,2023,14290,Benzyna,1498
86500,2023,12500,Benzyna,999
68900,2023,118000,Benzyna,1395
79827,2023,198000,Diesel,1968
158500,2023,96000,Diesel,1968
28900,2023,228500,Benzyna,1390
69500,2023,187000,Diesel,1968
33500,2023,85400,Benzyna,999
132900,2023,39000,Diesel,1968
202000,2023,5180,Benzyna,1984
31000,2023,181700,Benzyna,1390
67700,2023,70000,Diesel,1968
149999,2023,55476,Diesel,1968
95000,2023,77900,Benzyna,1984
39900,2023,214300,Benzyna,3597
58000,2023,290000,Diesel,1968
14900,2023,170239,Benzyna,1198
58900,2023,146000,Benzyna,1984
33800,2023,93700,Diesel,1422
49500,2023,156000,Benzyna,3600
17900,2023,150000,Benzyna,1390
91000,2023,169000,Diesel,1968
9800,2023,230000,Diesel,1896
125900,2023,1,Benzyna,1498
17900,2023,144000,Benzyna,1595
17700,2023,264000,Diesel,1968
54900,2023,219211,Benzyna,1984
131500,2023,1447,Benzyna,1498
41900,2023,276400,Diesel,2967
113900,2023,5,Benzyna,999
172500,2023,1,Benzyna,1498
43972,2023,87000,Benzyna,1984
198400,2023,,Diesel,1968
35900,2023,208000,Diesel,1968
74900,2023,49000,Benzyna,1395
160500,2023,1,Benzyna,1498
75000,2023,310000,Diesel,1968
90000,2023,206000,Diesel,1968
23500,2023,308000,Diesel,2461
89900,2023,219387,Diesel,1968
35500,2023,153000,Benzyna,1984
29500,2023,205000,Diesel,1598
23999,2023,238000,Diesel,1598
8900,2023,195000,Benzyna,1198
69900,2023,135500,Benzyna,1395
39900,2023,66500,Benzyna,999
132900,2023,149000,Benzyna,1984
89900,2023,111296,Diesel,1968
23400,2023,143058,Benzyna,1390
256000,2023,5,Benzyna,1984
25900,2023,176100,Benzyna,1390
82900,2023,89000,Diesel,1968
58900,2023,120424,Diesel,1968
89900,2023,186000,Diesel,1968
88900,2023,75000,Diesel,1968
76990,2023,158000,Diesel,1968
119900,2023,108150,Benzyna,1984
61000,2023,245000,Diesel,1968
112000,2023,33763,Benzyna,1498
38900,2023,140673,Diesel,1968
40900,2023,215000,Diesel,1968
90000,2023,85000,Benzyna,1984
62900,2023,144124,Diesel,1598
255000,2022,10,,
20900,2008,256634,Diesel,1968
53000,2011,165000,Benzyna,1984
26200,2004,200000,Diesel,2461
8499,2008,171596,Benzyna,1798
68500,2019,168000,Diesel,1968
79900,2018,193500,Diesel,1968
9800,2007,232149,Diesel,1422
104000,2017,64077,Benzyna,1498
28900,2011,276300,Diesel,1598
139900,2019,63600,Diesel,1968
23900,2009,212380,Diesel,1968
99900,2016,74999,Benzyna,1798
87100,2017,138284,Diesel,2000
73300,2016,131962,Diesel,1968
23900,2010,268884,Diesel,1968
42900,2012,208000,Diesel,1968
256900,2022,5,,
63345,2012,285000,Diesel,1968
222900,2022,1,Benzyna,1984
3500,2001,260000,Benzyna,1984
13500,1994,159500,Benzyna,1984
75000,2015,242565,Diesel,1968
4900,2000,275000,Benzyna,1390
4900,2000,237000,Benzyna,1598
77900,2015,178200,Diesel,1968
189900,2019,50150,Diesel,1968
79900,2017,42600,Benzyna,1798
46600,2012,184265,Diesel,1968
73900,2019,104658,Diesel,1968
109900,2017,72616,Benzyna,1984
22999,2005,140000,Benzyna,1984
24500,2009,260000,Diesel,1896
31600,2012,204000,Diesel,1598
51500,2017,130947,Diesel,1968
26900,2005,244991,Benzyna,1984
227900,2022,1,Benzyna,1984
13900,2004,208000,Benzyna,1984
94900,2017,107174,Diesel,1968
349900,2023,5,Diesel,2967
25500,2004,280000,Benzyna,4172
33900,2016,50302,Benzyna,999
74000,2015,159000,Diesel,1968
172900,2018,70000,Diesel,1968
133600,2022,,Benzyna,999
11500,2007,167000,Benzyna,1198
16900,2007,332000,Diesel,1896
67900,2019,45000,Benzyna,1000
20900,2008,290000,Diesel,1598
5100,2004,399000,Diesel,1896
14900,2005,256210,Diesel,1968
14900,2005,256210,Diesel,1968
119800,2017,77600,Benzyna,1984
37900,2018,55590,Benzyna,999
98000,2014,170788,Diesel,2967
102900,2022,1,Benzyna,999
114900,2018,88062,Benzyna,1395
123000,2021,25750,Diesel,1968
47500,2015,182000,Diesel,1598
9000,2001,257000,Diesel,1896
153400,2021,21000,Benzyna,1984
10000,2003,324000,Diesel,1896
89100,2018,119042,Diesel,1968
24700,2010,170000,Benzyna,1198
93999,2018,44000,Benzyna,1798
79777,2019,89800,Benzyna,1498
99800,2019,97000,Diesel,1968
62500,2015,102335,Benzyna,1997
79900,2019,125671,Diesel,1968
65500,2016,284000,Diesel,1968
179900,2019,159000,Diesel,1968
113490,2022,6,Benzyna,999
112580,2022,5,Benzyna,999
159940,2022,6,Benzyna,1498
44700,2013,188000,Diesel,1598
122190,2022,5,Benzyna,999
37900,2010,238000,Diesel,1968
49700,2016,130000,Diesel,1422
44500,2013,150000,Diesel,1598
99900,2022,9,Benzyna,999
12900,2006,299600,Benzyna,1595
212000,2017,144000,Diesel,1968
92900,2020,37000,Diesel,1968
212000,2017,144000,Diesel,1968
92900,2020,37000,Diesel,1968
16999,2005,132000,Benzyna,1595
209990,2022,5,Benzyna,1984
44800,2010,231042,Diesel,1968
52900,2018,152323,Diesel,1598
12800,2005,223000,Benzyna,1984
99900,2018,215000,Diesel,2000
34600,2013,178285,Diesel,1598
54700,2018,149000,Diesel,1598
20800,2007,280000,Diesel,2000
9900,2003,269000,Diesel,1896
99100,2023,8,Benzyna,999
250630,2022,1,Benzyna,1984
21800,2011,150000,Diesel,1199
4200,1999,309250,Benzyna,1595
56700,2015,148455,Benzyna,1395
13900,2005,299000,Diesel,2000
19800,2008,220000,Diesel,1896
88900,2016,99285,Diesel,1968
28900,2010,215661,Diesel,1968
38600,2015,115000,Diesel,1598
39900,2017,197554,Benzyna,1197
31997,2011,314000,Diesel,1968
269900,2022,10925,Benzyna,1984
27997,2010,227000,Diesel,1598
9900,2006,284000,Diesel,1422
66420,2016,198500,Diesel,1968
165560,2022,9,Benzyna,1498
106900,2019,56500,Benzyna,1498
36900,2011,187100,Benzyna,1984
41900,2015,129100,Benzyna,1197
88900,2013,280000,Diesel,2967
7999,2000,278000,Diesel,1896
169740,2020,88000,Benzyna,1984
85900,2017,112280,Benzyna,1984
67000,2018,74000,Diesel,1598
132900,2019,69443,Benzyna,1984
114900,2019,55507,Diesel,1968
179900,2022,6100,Benzyna,1984
117900,2020,11230,Benzyna,1498
125900,2018,139940,Diesel,1968
16000,2003,385000,Diesel,1896
39900,2017,54233,Benzyna,999
62000,2018,265000,Diesel,1598
105900,2019,98000,Diesel,1968
17900,2006,179000,Benzyna,1595
35500,2011,242123,Benzyna,1197
109900,2018,130000,Diesel,1968
39000,2008,330000,Diesel,2461
41500,2019,16052,Benzyna,999
26800,2008,171470,Diesel,1896
35900,2010,245000,Diesel,1968
149900,2023,10,Benzyna,1498
274780,2023,,,
151800,2023,1,Benzyna,1498
9900,2003,180000,Benzyna,1198
18900,2006,209025,Benzyna,1598
41500,2018,13586,Benzyna,1395
389000,2019,129189,Diesel,3956
83900,2018,154818,Diesel,1968
170000,1978,67000,Benzyna,2000
43900,2016,174160,Diesel,1598
75000,2016,107000,Diesel,1598
66000,2015,88200,Diesel,1968
15900,2015,99000,Diesel,1598
17500,2006,377000,Diesel,1968
8490,1997,774881,Diesel,2461
35900,2014,215000,Diesel,1598
119500,2020,21700,Benzyna,1498
28900,2012,145000,Diesel,1968
8499,2004,385545,Diesel,1896
129990,2017,122000,Diesel,1968
276800,2022,29600,Benzyna,1984
13900,2013,161000,Benzyna,1390
24600,2009,217920,Diesel,1968
144900,2023,1,Benzyna,1498
76500,2017,85060,Benzyna,1395
207700,2020,16000,Diesel,1968
70900,2018,79000,Benzyna,1498
44999,2013,175000,Diesel,1968
45900,2011,218657,Diesel,1968
18900,2008,215900,Diesel,1896
159900,2023,10,Benzyna,1498
477900,2023,5,Diesel,2967
20900,2015,108000,Diesel,1598
23500,2008,283376,Diesel,1896
14900,2006,299000,Diesel,1896
11000,2009,403400,Benzyna,1390
15600,2008,284000,Diesel,1896
73900,2013,62000,Diesel,1968
129900,2017,99233,Diesel,1968
35900,2012,267000,Diesel,1968
67500,2014,153000,Diesel,1968
151600,2023,6,Benzyna,1498
38900,2010,195500,Diesel,1968
151600,2023,6,Benzyna,1498
38900,2010,195500,Diesel,1968
196075,2022,5,Benzyna,1984
27000,2010,158000,Benzyna,1798
10500,1996,687819,Benzyna,2459
61880,2017,96000,Diesel,1598
38700,2012,264000,Benzyna,1984
279900,2022,1,Benzyna,1984
114900,2017,171500,Benzyna,1984
13499,2006,237000,Benzyna,1595
27900,2009,245000,Diesel,2000
165900,2020,91148,Diesel,1968
159000,2018,39730,Benzyna,1984
87900,2012,153000,Diesel,3000
39900,2014,55000,Benzyna,1000
71900,2017,169000,Diesel,2000
33900,2016,54000,Benzyna,999
101900,2020,30684,Benzyna,1498
44999,2015,261565,Diesel,1598
20900,2009,190000,Benzyna,1390
39900,2011,114000,Benzyna,1800
34000,2016,121000,Diesel,1422
23900,2010,237000,Diesel,2000
119900,2020,67363,Benzyna,1498
35900,2011,255000,Diesel,1598
42900,2015,63000,Benzyna,1200
442440,2023,1,Diesel,2967
79900,2017,121888,Diesel,1968
98500,2020,38400,Benzyna,1498
23900,2009,110000,Benzyna,1390
11900,2005,329000,Diesel,1995
19900,2008,380000,Benzyna,1984
65190,2012,251392,Diesel,1968
19999,2007,187900,Diesel,1896
144900,2023,10,Benzyna,1498
259900,2022,10,Benzyna,1984
11700,2008,197000,Benzyna,1198
104990,2017,148000,Diesel,1968
209500,2022,7,Benzyna,1984
48900,2012,196000,Benzyna,1390
60900,2019,114500,Benzyna,999
9950,2002,215000,Benzyna,1198
225900,2023,,Diesel,1984
11700,2003,153000,Benzyna,1390
92000,2023,1,Benzyna,999
61900,2017,130830,Diesel,1598
76900,2016,127769,Benzyna,1798
104500,2023,1,Benzyna,999
149740,2022,6,Benzyna,1498
120000,2020,75000,Benzyna,1984
28900,2015,203900,Benzyna,1981
17900,2006,252300,Diesel,1968
24500,2011,149000,Benzyna,1197
31242,2016,232974,Diesel,1598
23900,2009,123000,Benzyna,1198
64900,2015,208000,Diesel,1968
133570,2022,6,Benzyna,1498
22900,2010,189000,Benzyna,1390
15000,2005,363000,Diesel,1896
10500,2005,319200,Diesel,1968
92000,2017,175000,Diesel,1968
23500,2008,198000,Benzyna,1800
27000,2011,79000,Benzyna,1198
38800,2012,263649,Diesel,1968
27000,2011,79000,Benzyna,1198
38800,2012,263649,Diesel,1968
38900,2012,146000,Benzyna,1390
22000,2014,200000,Benzyna,1981
23900,2009,199000,Diesel,1968
117500,2023,8,Benzyna,999
280080,2022,1,Benzyna,1984
14300,2006,258300,Diesel,1896
2999,1997,300000,Benzyna,1781
65799,2018,99851,Diesel,1598
18999,2017,76000,Benzyna,999
79900,2014,121000,Diesel,1968
270680,2022,1,Benzyna,1984
28900,2009,183000,Benzyna,1595
42900,2023,57000,Benzyna,1197
76900,2023,5,Benzyna,999
28800,2008,266800,Diesel,1896
109470,2018,145000,Diesel,1968
55900,2012,275000,Diesel,2967
23900,2009,326466,Diesel,2000
11500,2005,346710,Diesel,1968
87900,2020,27823,Benzyna,999
101900,2020,25146,Benzyna,1498
17700,2009,149000,Benzyna,1198
202000,2022,2249,Benzyna,1984
99900,2020,42100,Benzyna,1498
110300,2022,11,Benzyna,999
492500,2023,5,Diesel,2967
214410,2023,10,Benzyna,1984
79799,2019,53017,Benzyna,1498
13900,2003,267967,Diesel,1968
118500,2023,6,Benzyna,999
2800,1999,256442,Benzyna,1390
97400,2016,143293,Diesel,1968
59900,2018,61429,Benzyna,999
35900,2011,280000,Diesel,1968
109200,2022,1,Benzyna,999
22900,2009,166000,Benzyna,1198
175900,2020,47038,Benzyna,1984
132900,2018,110082,Diesel,1968
73000,2018,206000,Diesel,1598
83900,2016,212000,Benzyna,1984
289590,2022,,Benzyna,1984
153750,2022,1,Benzyna,1498
37900,2009,230000,Diesel,1968
108500,2023,,Benzyna,999
181550,2022,1,Diesel,1968
203300,2023,5,Benzyna,1498
84900,2020,27194,Benzyna,999
82000,2015,108354,Diesel,1968
43050,2012,208200,Diesel,1968
132300,2023,1,Diesel,1968
104000,2017,121152,Benzyna,1395
62900,2017,110000,Benzyna,1395
55900,2017,213400,Benzyna,1395
27000,1969,63268,Benzyna,1500
246000,2022,42000,Diesel,1968
44900,2014,143600,Diesel,1598
90999,2017,170000,Benzyna,1984
19434,2007,305978,Diesel,1896
59900,2017,268000,Benzyna,1798
48900,2016,92505,Benzyna,1984
,2014,88000,,
2500,1998,285298,Benzyna,1595
,2014,88000,,
2500,1998,285298,Benzyna,1595
35700,2011,244323,Diesel,1598
52900,2018,138146,Diesel,1598
57800,2016,231000,Diesel,1968
68900,2018,88000,Benzyna,1498
148900,2020,37467,Diesel,1968
17900,1995,199000,Diesel,2370
211560,2023,5,Diesel,1968
404202,2023,5,Diesel,1968
44000,2013,264074,Diesel,1968
239837,2023,5,Diesel,1968
68900,2018,238705,Diesel,1968
372628,2023,5,Diesel,1968
190527,2023,5,Diesel,1968
176997,2023,5,Diesel,1968
157000,2021,29968,Benzyna,1498
361595,2023,5,Diesel,1968
97900,2020,67425,Benzyna,1498
59900,2018,89000,Diesel,1598
15999,2007,347000,Diesel,1968
42900,2011,236000,Diesel,1968
55900,2020,98000,Benzyna,999
108150,2022,1,Benzyna,1000
105650,2022,1,Benzyna,1000
39000,2014,297479,Diesel,1968
34500,2016,110000,Benzyna,999
145000,2023,10,Benzyna,1498
27800,2010,193800,Diesel,1598
88500,2016,108227,Benzyna,1984
6799,1999,269005,Benzyna,1984
99950,2022,1,Benzyna,1000
186700,2022,1,Diesel,1968
244990,2022,5,,
63700,2018,145905,Diesel,1598
123000,2023,1,Benzyna,1498
24900,2014,188000,Benzyna,999
25900,2014,120000,Diesel,1199
41900,2011,208120,Diesel,1968
178730,2022,8,Benzyna,1984
18900,2006,219001,Benzyna,1595
52900,2015,117006,Benzyna,1395
55000,2009,204000,Diesel,2967
88888,2018,162700,Diesel,1968
88950,2017,192000,Diesel,1968
33000,2011,215000,Diesel,1968
219900,2018,50900,Benzyna,1984
31900,2010,175800,Benzyna,1390
46500,2016,84000,Benzyna,1395
53400,2014,145714,Diesel,1968
205680,2023,5,Benzyna,1498
37990,2009,198000,Benzyna,1984
95000,2016,182000,Diesel,1968
24900,2012,216000,Diesel,1199
52500,2015,107000,Benzyna,1984
143000,2014,150000,Diesel,1986
121600,2023,5,Benzyna,1498
65999,2009,310000,Diesel,1968
55900,2014,298000,Diesel,1968
55700,2017,305000,Diesel,1968
33500,2012,278951,Diesel,1968
23990,2009,145268,Benzyna,1390
97900,2019,29597,Benzyna,999
19900,2009,182000,Benzyna,1390
226900,2023,1,Benzyna,1984
145900,2022,3578,Diesel,1968
40500,2014,144318,Benzyna,1197
134900,2022,10,Benzyna,1498
111500,2023,1,Benzyna,999
38990,2013,185000,Diesel,1598
18400,2007,180000,Diesel,1896
139900,2017,66750,Benzyna,1984
128500,2023,1,Benzyna,1498
46900,2013,199000,Benzyna,1390
20900,2008,274000,Diesel,1896
94800,2017,125000,Diesel,1968
33500,2013,175698,Benzyna,1197
87900,2019,45500,Benzyna,999
68900,2019,57101,Benzyna,999
87900,2019,87000,Diesel,1968
27000,2011,115050,Benzyna,1198
86180,2022,1448,Benzyna,999
72900,2016,169711,Diesel,1968
24900,2010,176000,Benzyna,1197
46500,2016,156918,Diesel,1598
16900,2009,250000,Diesel,1896
84000,2011,340000,Diesel,2000
139000,2017,136000,Diesel,1968
63500,2016,133846,Benzyna,1395
189900,2022,,Benzyna,1984
69990,2017,127000,Diesel,1968
22900,2006,235000,Diesel,1896
59900,2018,166170,Diesel,1968
36999,2011,199637,Benzyna,1390
59900,2013,121400,Benzyna,1984
32900,2008,215000,Benzyna,1390
17750,2008,239139,Benzyna,1595
187500,2022,1,Benzyna,1984
23900,2009,205000,Diesel,1968
45000,2015,140007,Diesel,1598
79900,2019,76900,Benzyna,1498
39900,2012,149000,Benzyna,1390
19900,2008,212000,Benzyna,1390
15900,2007,243000,Benzyna,1984
16900,2008,259000,Diesel,1896
19900,2009,201000,Benzyna,1390
31500,2016,105000,Benzyna,1984
159900,2018,59753,Benzyna,1984
17900,2005,288000,Diesel,1896
42700,2015,116000,Benzyna,1197
17500,2006,259236,Benzyna,1390
19900,2008,255000,Diesel,1968
16900,2006,219000,Diesel,1896
21900,2007,232000,Diesel,1900
58900,2015,246000,Diesel,1598
46500,2011,230000,Diesel,1968
36900,2012,213000,Diesel,1968
24500,2012,260129,Benzyna,1198
88900,2017,99300,Benzyna,1395
137900,2018,63000,Benzyna,1984
194920,2022,1,Benzyna,1498
36500,2011,257874,Diesel,1598
19800,2007,132000,Benzyna,1598
256000,2023,10,Benzyna,1984
123000,2022,1,Benzyna,1498
16900,2007,174000,Benzyna,1390
8400,2001,244000,Benzyna,1598
25400,2012,114200,Benzyna,1197
129900,2020,53703,Benzyna,1984
25400,2012,114200,Benzyna,1197
26500,2008,228000,Benzyna,1390
15000,2005,173000,Benzyna,1390
4200,2002,278000,Benzyna,1198
101900,2023,,Benzyna,999
151780,2023,,Benzyna,1498
109900,2019,136700,Diesel,1968
116900,2020,22114,Benzyna,1498
222900,2019,57700,Benzyna,2995
56500,2015,190000,Diesel,1968
69900,2017,141000,Benzyna,1798
15800,2006,219800,Diesel,1896
489500,2023,5,Diesel,2967
273630,2023,7,Benzyna,1948
158990,2023,5,Diesel,1968
167990,2023,5,Diesel,1968
230150,2022,5,Benzyna,1984
15900,2015,97430,Benzyna,999
107000,2023,7,Benzyna,999
19900,2012,110000,Benzyna,999
65000,2017,152457,Diesel,1968
64900,2016,129000,Benzyna,1395
40900,2014,250000,Diesel,1968
93900,2016,191000,Diesel,1968
19990,2004,382897,Diesel,1896
47500,2015,440000,Diesel,1968
39500,2013,264000,Diesel,1598
9000,2002,220400,Diesel,1896
51500,2017,205000,Diesel,1598
103799,2018,136329,Diesel,1968
19900,2010,200000,Benzyna,1197
235631,2023,6,Diesel,2000
89900,2020,10887,Benzyna,999
79900,2015,70035,Diesel,1968
125900,2023,,Benzyna,1498
142000,2017,123000,Diesel,1968
95900,2018,87460,Diesel,1968
268670,2023,7,Diesel,1968
41900,2012,147000,Diesel,1968
39500,2013,197000,Diesel,1598
56900,2013,104000,Benzyna,1390
124900,2019,34609,Benzyna,1498
39900,2010,175000,Diesel,1968
52500,2002,219170,Benzyna,3189
3500,1999,331000,Diesel,1896
53000,2015,115889,Diesel,1598
41900,2011,332000,Diesel,1968
84900,2017,72000,Diesel,1968
114900,2019,37585,Benzyna,1498
73700,2017,155197,Diesel,1968
165700,2020,39400,Diesel,1968
95899,2021,12305,Benzyna,999
142000,2018,82500,Diesel,1968
51900,2018,70000,Benzyna,999
312000,2022,10,Benzyna,1984
99900,2023,1,Benzyna,999
475900,2023,5,Diesel,2967
17999,2006,175000,Benzyna,1390
126900,2022,10,Benzyna,1498
146980,2023,7,Benzyna,1498
12900,2011,186085,Diesel,1199
44600,2015,108000,Diesel,1968
47700,2015,262877,Benzyna,1395
47700,2015,262877,Benzyna,1395
13900,2005,137100,Benzyna,1390
59900,2016,283610,Diesel,1968
23000,2009,256000,Benzyna,1595
124900,2017,106883,Benzyna,1984
56900,2022,3500,Benzyna,1498
76900,2016,189416,Diesel,1968
126900,2019,69450,Diesel,3956
62900,2017,228000,Diesel,1968
115000,2017,46049,Diesel,1968
234900,2019,99250,Diesel,2967
25900,2013,179000,Benzyna,999
120000,2018,165000,Diesel,1968
,2019,89000,Diesel,1598
71217,2019,181300,Benzyna,1400
38500,2011,207410,Diesel,1968
114021,2021,43500,Benzyna,2995
138900,2022,1,Diesel,2000
107900,2017,140240,Diesel,1968
76900,2017,89610,Benzyna,1395
59900,2018,52294,Benzyna,999
84900,2018,104880,Diesel,1968
95200,2019,146200,Diesel,1968
178900,2020,41200,Diesel,1968
63900,2018,194000,Benzyna,1798
137500,2023,1,Benzyna,1498
32900,2013,88950,Benzyna,1197
31000,2013,217000,Diesel,1598
123000,2017,129000,Benzyna,1984
76900,2017,265000,Diesel,1968
